tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
SDC000ETT23000025,Sentosa Development Corporation,consultancy,2024-03-07,FY2023,ETT,True,1,1,272381.0,False,False,False,False,0.0,
MAS000ETT23000048,Monetary Authority of Singapore,other,2024-03-07,FY2023,ETT,True,1,1,1727200.0,False,False,False,False,0.0,
IMD000ETT23000116,Info-communications Media Development Authority,other,2024-03-08,FY2023,ETT,True,1,1,7293535.9,False,False,False,False,0.0,
TPO000ETT23000044,Temasek Polytechnic,IT,2024-03-08,FY2023,ETT,True,1,1,3487331.0,False,False,False,False,0.0,
SLA000ETT23000022,Singapore Land Authority,cleaning/facilities,2024-03-08,FY2023,ETT,True,1,1,51645932.0,False,False,False,False,0.0,
FINCEDETT23000010,Ministry of Finance - Singapore Customs,other,2024-03-08,FY2023,ETT,True,1,1,169400.0,False,False,False,False,0.0,
SPO000ETT23000030,Singapore Polytechnic,IT,2024-03-08,FY2023,ETT,True,1,1,1226696.26,False,False,False,False,0.0,
HDB000ETT23000251,Housing and Development Board,construction,2024-03-08,FY2023,ETT,True,1,1,9770000.0,False,True,False,False,1.0,round_amount
PAS000ETT23000118,People's Association,other,2024-03-08,FY2023,ETT,True,2,2,217700.0,False,False,False,False,0.0,
TOT000ETT24000001,Tote Board,other,2024-03-08,FY2023,ETT,True,1,1,77400.0,False,False,False,False,0.0,
HTX000ETT23000001,Home Team Science and Technology Agency,consultancy,2024-03-08,FY2023,ETT,True,1,1,297000.0,False,False,False,False,0.0,
FOR000ETT23000072,Ministry of Foreign Affairs,construction,2024-03-08,FY2023,ETT,True,1,1,873591.12,False,False,False,False,0.0,
EMA000ETT23000029,Energy Market Authority of Singapore,consultancy,2024-03-08,FY2023,ETT,True,6,6,9747.45,False,False,False,False,0.0,
NEA000ETT23000131,National Environment Agency,other,2024-03-08,FY2023,ETT,True,1,1,78936.0,False,False,False,False,0.0,
LTA000ETT23000108,Land Transport Authority,other,2024-03-08,FY2023,ETT,True,1,1,9500000.0,False,True,False,False,1.0,round_amount
EMA000ETT23000024,Energy Market Authority of Singapore,consultancy,2024-03-09,FY2023,ETT,True,1,1,449500.0,False,False,True,False,1.0,high_share_incumbent
CDVHQ0ETT23000018,Ministry of Social and Family Development - Ministry Headquarter,training,2024-03-09,FY2023,ETT,True,3,3,838200.0,False,False,False,False,0.0,
ITE000ETT23000048,Institute of Technical Education,supplies,2024-03-11,FY2023,ETT,True,1,1,96843.0,False,False,False,False,0.0,
JUDSUPETT23000007,Judiciary-Supreme Court,other,2024-03-11,FY2023,ETT,True,1,1,132500.0,False,False,False,False,0.0,
NPO000ETT23000032,Ngee Ann Polytechnic,other,2024-03-11,FY2023,ETT,True,1,1,98700.0,False,False,False,False,0.0,
IMD000ETT23000075,Info-communications Media Development Authority,other,2024-03-11,FY2023,ETT,True,1,1,688800.0,False,False,False,False,0.0,
NST000ETT23000107,"Agency for Science, Technology and Research",consultancy,2024-03-11,FY2023,ETT,True,1,1,411344.0,False,False,False,False,0.0,
HDB000ETT23000269,Housing and Development Board,construction,2024-03-11,FY2023,ETT,True,1,1,509474.0,False,False,False,False,0.0,
MAS000ETT23000046,Monetary Authority of Singapore,IT,2024-03-11,FY2023,ETT,True,1,1,1124310.0,False,False,False,False,0.0,
HPB000ETT23000030,Health Promotion Board,other,2024-03-11,FY2023,ETT,True,2,2,2899380.0,False,False,False,False,0.0,
HLTHQ0ETT23000039,Ministry of Health-Ministry Headquarter,construction,2024-03-11,FY2023,ETT,True,1,1,4316716.0,False,False,False,False,0.0,
NYP000ETT23000024,Nanyang Polytechnic,other,2024-03-11,FY2023,ETT,True,1,1,235800.0,False,False,False,False,0.0,
NST000ETT23000099,"Agency for Science, Technology and Research",other,2024-03-11,FY2023,ETT,True,1,1,469384.0,False,False,False,False,0.0,
RPO000ETT23000031,Republic Polytechnic,consultancy,2024-03-12,FY2023,ETT,True,1,1,242750.0,False,False,False,False,0.0,
PUB000ETT23000106,Public Utilities Board,other,2024-03-12,FY2023,ETT,True,1,1,17733000.0,False,False,False,False,0.0,
FINCEDETT23000009,Ministry of Finance - Singapore Customs,other,2024-03-12,FY2023,ETT,True,1,1,236360.0,False,False,False,False,0.0,
HLTHQ0ETT23000048,Ministry of Health-Ministry Headquarter,other,2024-03-12,FY2023,ETT,True,1,1,733962.3,False,False,False,False,0.0,
URA000ETT24000007,Urban Redevelopment Authority,other,2024-03-12,FY2023,ETT,True,1,1,263100.0,False,False,False,False,0.0,
MOE000ETT23000090,Ministry of Education,cleaning/facilities,2024-03-12,FY2023,ETT,True,1,1,162360.0,False,False,False,False,0.0,
SFA000ETT23000032,Singapore Food Agency,construction,2024-03-12,FY2023,ETT,True,1,1,353000.0,False,False,False,False,0.0,
NST000ETT23000070,"Agency for Science, Technology and Research",supplies,2024-03-12,FY2023,ETT,True,1,1,590000.0,False,True,False,False,1.0,round_amount
LTA000ETT23000054,Land Transport Authority,other,2024-03-12,FY2023,ETT,True,1,1,35000000.0,False,True,False,False,1.0,round_amount
FOR000ETT23000080,Ministry of Foreign Affairs,supplies,2024-03-13,FY2023,ETT,True,1,1,153000.0,False,False,False,False,0.0,
MPA000ETT23000043,Maritime and Port Authority of Singapore,cleaning/facilities,2024-03-13,FY2023,ETT,True,1,1,3998299.0,False,False,False,False,0.0,
SST000ETT23000003,"School of Science and Technology, Singapore",supplies,2024-03-13,FY2023,ETT,True,1,1,206200.0,False,False,False,False,0.0,
HDB000ETT23000254,Housing and Development Board,other,2024-03-13,FY2023,ETT,True,1,1,21490755.0,False,False,False,False,0.0,
TRADOSETT23000004,Ministry of Trade & Industry-Department of Statistics,IT,2024-03-13,FY2023,ETT,True,1,1,7851111.0,False,False,False,False,0.0,
STB000ETT24000006,Singapore Tourism Board,other,2024-03-14,FY2023,ETT,True,1,1,226883.77,False,False,False,False,0.0,
CPF000ETT24000006,Central Provident Fund Board,other,2024-03-14,FY2023,ETT,True,1,1,457410.0,False,False,True,False,1.0,high_share_incumbent
PUB000ETT23000123,Public Utilities Board,other,2024-03-14,FY2023,ETT,True,1,1,295800.0,False,False,False,False,0.0,
LTA000ETT23000084,Land Transport Authority,other,2024-03-14,FY2023,ETT,True,1,1,18323700.0,False,False,False,False,0.0,
RPO000ETT23000028,Republic Polytechnic,other,2024-03-14,FY2023,ETT,True,1,1,581868.0,False,False,False,False,0.0,
LTA000ETT23000092,Land Transport Authority,other,2024-03-14,FY2023,ETT,True,1,1,16320000.0,False,True,False,False,1.0,round_amount
EAB000ETT23000009,Singapore Examinations and Assessment Board,consultancy,2024-03-14,FY2023,ETT,True,1,1,222322.62,False,False,False,False,0.0,
HDB000ETT23000207,Housing and Development Board,other,2024-03-14,FY2023,ETT,True,1,1,24150000.0,False,True,False,False,1.0,round_amount
HDB000ETT23000266,Housing and Development Board,other,2024-03-15,FY2023,ETT,True,1,1,21.17,False,False,False,False,0.0,
PAR000ETT23000008,Parliament,cleaning/facilities,2024-03-15,FY2023,ETT,True,1,1,9826178.0,False,False,False,False,0.0,
GVT000ETT23000017,Government Technology Agency (GovTech),supplies,2024-03-15,FY2023,ETT,True,3,3,424720.0,False,False,False,False,0.0,
JUDSUPETT23000008,Judiciary-Supreme Court,IT,2024-03-15,FY2023,ETT,True,1,1,92262.24,False,False,False,False,0.0,
CAA000ETT24000001,Civil Aviation Authority of Singapore,other,2024-03-15,FY2023,ETT,True,1,1,71350.0,False,False,False,False,0.0,
FINHQ0ETT23000009,Ministry of Finance-Ministry Headquarter,IT,2024-03-15,FY2023,ETT,True,1,1,5174877.29,False,False,False,False,0.0,
GVT000ETT24000004,Government Technology Agency (GovTech),supplies,2024-03-15,FY2023,ETT,True,1,1,146235.0,False,False,False,False,0.0,
WSG000ETT23000007,Workforce Singapore,cleaning/facilities,2024-03-15,FY2023,ETT,True,1,1,501025.0,False,False,False,False,0.0,
PUB000ETT23000094,Public Utilities Board,consultancy,2024-03-15,FY2023,ETT,True,1,1,146948888.0,False,False,False,False,0.0,
HTX000ETT23000018,Home Team Science and Technology Agency,IT,2024-03-15,FY2023,ETT,True,1,1,394300.0,False,False,False,False,0.0,
IST000ETT23000004,Istana,IT,2024-03-15,FY2023,ETT,True,1,1,3454233.0,False,False,False,False,0.0,
NAC000ETT23000009,National Arts Council,consultancy,2024-03-15,FY2023,ETT,True,1,1,2010600.0,False,False,False,False,0.0,
NLB000ETT24000001,National Library Board,other,2024-03-15,FY2023,ETT,True,1,1,174750.0,False,False,False,False,0.0,
MOE000ETT23000088,Ministry of Education,cleaning/facilities,2024-03-15,FY2023,ETT,True,1,1,14224200.0,False,False,False,False,0.0,
PUB000ETT24000016,Public Utilities Board,other,2024-03-15,FY2023,ETT,True,1,1,8300.56,False,False,False,False,0.0,
INDAVIETT23000006,Assumption Pathway School,other,2024-03-15,FY2023,ETT,True,5,5,265083.23,False,False,False,False,0.0,
SPO000ETT23000043,Singapore Polytechnic,IT,2024-03-17,FY2023,ETT,True,2,2,1947660.0,False,False,False,False,0.0,
HTX000ETT23000017,Home Team Science and Technology Agency,cleaning/facilities,2024-03-17,FY2023,ETT,True,1,1,4334700.0,False,False,False,False,0.0,
HDB000ETT24000013,Housing and Development Board,other,2024-03-18,FY2023,ETT,True,1,1,316188.0,False,False,False,False,0.0,
SSC000ETT23000046,Singapore Sports Council (Sport Singapore),supplies,2024-03-18,FY2023,ETT,True,15,15,3110000.0,False,True,False,False,1.0,round_amount
HSA000ETT24000008,Health Sciences Authority,cleaning/facilities,2024-03-18,FY2023,ETT,True,1,1,975873.6,False,False,False,False,0.0,
FOR000ETT23000067,Ministry of Foreign Affairs,cleaning/facilities,2024-03-18,FY2023,ETT,True,1,1,395756.93,False,False,False,False,0.0,
LTA000ETT23000062,Land Transport Authority,supplies,2024-03-18,FY2023,ETT,True,1,1,46000000.0,False,True,False,False,1.0,round_amount
SFA000ETT24000001,Singapore Food Agency,cleaning/facilities,2024-03-18,FY2023,ETT,True,1,1,187279.53,False,False,False,False,0.0,
ITE000ETT23000044,Institute of Technical Education,other,2024-03-18,FY2023,ETT,True,1,1,787787.0,False,False,False,False,0.0,
IMD000ETT23000095,Info-communications Media Development Authority,IT,2024-03-18,FY2023,ETT,True,3,3,722020.0,False,False,False,False,0.0,
MAS000ETT24000002,Monetary Authority of Singapore,IT,2024-03-19,FY2023,ETT,True,1,1,708000.0,False,False,False,False,0.0,
ITE000ETT24000001,Institute of Technical Education,cleaning/facilities,2024-03-19,FY2023,ETT,True,2,2,1112144.0,False,False,False,False,0.0,
PUB000ETT23000156,Public Utilities Board,other,2024-03-19,FY2023,ETT,True,1,1,4800000.0,False,True,False,False,1.0,round_amount
TPO000ETT23000048,Temasek Polytechnic,cleaning/facilities,2024-03-19,FY2023,ETT,True,1,1,2403280.0,False,False,False,False,0.0,
SCB000ETT23000021,Science Centre Board,cleaning/facilities,2024-03-19,FY2023,ETT,True,1,1,239760.0,False,False,False,False,0.0,
MAS000ETT23000070,Monetary Authority of Singapore,other,2024-03-20,FY2023,ETT,True,1,1,2043517.0,False,False,False,False,0.0,
ENV000ETT23000003,Ministry of Sustainability and the Environment,other,2024-03-20,FY2023,ETT,True,1,1,4584664.2,False,False,False,False,0.0,
PUB000ETT23000141,Public Utilities Board,other,2024-03-20,FY2023,ETT,True,1,1,809000.0,False,False,False,False,0.0,
HSA000ETT23000081,Health Sciences Authority,supplies,2024-03-20,FY2023,ETT,True,1,1,102400.0,False,False,False,False,0.0,
CPF000ETT23000036,Central Provident Fund Board,other,2024-03-20,FY2023,ETT,True,1,1,499922.28,False,False,False,False,0.0,
LTA000ETT23000117,Land Transport Authority,construction,2024-03-20,FY2023,ETT,True,1,1,16443000.0,False,False,False,False,0.0,
HSA000ETT23000082,Health Sciences Authority,supplies,2024-03-20,FY2023,ETT,True,1,1,173940.0,False,False,False,False,0.0,
JTC000ETT24000016,Jurong Town Corporation,construction,2024-03-20,FY2023,ETT,True,1,1,3400000.0,False,True,False,False,1.0,round_amount
SFA000ETT23000037,Singapore Food Agency,cleaning/facilities,2024-03-20,FY2023,ETT,True,2,2,1027042.8800000001,False,False,False,False,0.0,
NYP000ETT23000017,Nanyang Polytechnic,other,2024-03-20,FY2023,ETT,True,1,1,3638380.0,False,False,False,False,0.0,
MHA00003000017991,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2024-03-20,FY2023,(no code),False,1,1,78000.0,False,False,False,False,0.0,
PUB000ETT23000198,Public Utilities Board,IT,2024-03-21,FY2023,ETT,True,1,1,4763864.0,False,False,False,False,0.0,
GVT000ETT23000024,Government Technology Agency (GovTech),IT,2024-03-21,FY2023,ETT,True,1,1,1612550.0,False,False,False,False,0.0,
JTC000ETT24000011,Jurong Town Corporation,other,2024-03-21,FY2023,ETT,True,1,1,205580.0,False,False,False,False,0.0,
NEA000ETT23000142,National Environment Agency,other,2024-03-21,FY2023,ETT,True,1,1,320000.0,False,True,False,False,1.0,round_amount
PUB000ETT23000194,Public Utilities Board,other,2024-03-21,FY2023,ETT,True,6,6,6.0,False,False,False,False,0.0,
GVT000ETT24000002,Government Technology Agency (GovTech),cleaning/facilities,2024-03-22,FY2023,ETT,True,1,1,262200.0,False,False,False,False,0.0,
URA000ETT24000001,Urban Redevelopment Authority,cleaning/facilities,2024-03-22,FY2023,ETT,True,1,1,136975.0,False,False,False,False,0.0,
JTC000ETT24000013,Jurong Town Corporation,construction,2024-03-22,FY2023,ETT,True,1,1,1600000.0,False,True,False,False,1.0,round_amount
NPB000ETT23000085,National Parks Board,IT,2024-03-22,FY2023,ETT,True,1,1,129600.0,False,False,False,False,0.0,
MOE000ETT23000096,Ministry of Education,other,2024-03-22,FY2023,ETT,True,1,1,209100.0,False,False,False,False,0.0,
ITE000ETT23000015,Institute of Technical Education,training,2024-03-22,FY2023,ETT,True,1,1,683000.0,False,False,False,False,0.0,
ITE000ETT24000003,Institute of Technical Education,cleaning/facilities,2024-03-22,FY2023,ETT,True,1,1,2858400.0,False,False,False,False,0.0,
MHA00003000018222,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2024-03-22,FY2023,(no code),False,1,1,150334.5,False,False,False,False,0.0,
SCB000ETT23000009,Science Centre Board,construction,2024-03-22,FY2023,ETT,True,1,1,576298679.6,False,False,False,True,1.0,dominant_supplier_category
RPO000ETT23000032,Republic Polytechnic,other,2024-03-22,FY2023,ETT,True,1,1,75810.0,False,False,False,False,0.0,
HDB000ETT23000282,Housing and Development Board,construction,2024-03-22,FY2023,ETT,True,1,1,698880.0,False,False,False,False,0.0,
JTC000ETT23000109,Jurong Town Corporation,consultancy,2024-03-22,FY2023,ETT,True,1,1,13.0,False,False,False,False,0.0,
JTC000ETT23000111,Jurong Town Corporation,other,2024-03-22,FY2023,ETT,True,1,1,49100.0,False,False,False,False,0.0,
NEA000ETT23000133,National Environment Agency,other,2024-03-22,FY2023,ETT,True,1,1,572000.0,False,False,False,False,0.0,
HPB000ETT23000028,Health Promotion Board,cleaning/facilities,2024-03-24,FY2023,ETT,True,1,1,15815376.62,False,False,False,False,0.0,
LTA000ETT23000083,Land Transport Authority,supplies,2024-03-25,FY2023,ETT,True,2,2,8941869.5,False,False,False,False,0.0,
NEA000ETT23000141,National Environment Agency,construction,2024-03-25,FY2023,ETT,True,2,2,9946000.0,False,False,False,False,0.0,
LTA000ETT23000074,Land Transport Authority,supplies,2024-03-25,FY2023,ETT,True,2,2,11316189.1,False,False,False,False,0.0,
NST000ETT23000103,"Agency for Science, Technology and Research",cleaning/facilities,2024-03-25,FY2023,ETT,True,1,1,681084.0,False,False,False,False,0.0,
HDB000ETT24000016,Housing and Development Board,IT,2024-03-25,FY2023,ETT,True,1,1,176630.0,False,False,False,False,0.0,
MAS000ETT24000009,Monetary Authority of Singapore,other,2024-03-25,FY2023,ETT,True,1,1,60650.0,False,False,False,False,0.0,
PUB000ETT23000148,Public Utilities Board,other,2024-03-25,FY2023,ETT,True,1,1,25471400.0,False,False,False,False,0.0,
PAS000ETT23000098,People's Association,consultancy,2024-03-25,FY2023,ETT,True,1,1,178000.0,False,False,False,False,0.0,
IRA000ETT24000001,Inland Revenue Authority of Singapore,consultancy,2024-03-25,FY2023,ETT,True,1,1,142500.0,False,False,False,False,0.0,
FOR000ETT24000012,Ministry of Foreign Affairs,supplies,2024-03-26,FY2023,ETT,True,1,1,336023.16,False,False,False,False,0.0,
PUB000ETT24000009,Public Utilities Board,other,2024-03-26,FY2023,ETT,True,1,1,166999.8,False,False,False,False,0.0,
PAS000ETT24000004,People's Association,cleaning/facilities,2024-03-26,FY2023,ETT,True,1,1,4041944.0,False,False,False,False,0.0,
MAS000ETT23000063,Monetary Authority of Singapore,cleaning/facilities,2024-03-26,FY2023,ETT,True,2,2,117579.3,False,False,False,False,0.0,
MHA00003000016917,Ministry of Home Affairs - Ministry Headquarter 1,IT,2024-03-26,FY2023,(no code),False,7,7,14.0,False,False,False,False,0.0,
IMD000ETT24000022,Info-communications Media Development Authority,supplies,2024-03-26,FY2023,ETT,True,1,1,236640.0,False,False,False,False,0.0,
LTA000ETT23000057,Land Transport Authority,other,2024-03-26,FY2023,ETT,True,2,2,9695733.0,False,False,False,False,0.0,
IMD000ETT23000016,Info-communications Media Development Authority,IT,2024-03-26,FY2023,ETT,True,1,1,3172826.43,False,False,False,False,0.0,
JTC000ETT23000092,Jurong Town Corporation,cleaning/facilities,2024-03-26,FY2023,ETT,True,2,2,493800.0,False,False,False,False,0.0,
SPO000ETT23000034,Singapore Polytechnic,supplies,2024-03-26,FY2023,ETT,True,1,1,115000.0,False,False,False,False,0.0,
HDB000ETT23000297,Housing and Development Board,other,2024-03-26,FY2023,ETT,True,1,1,135000.0,False,False,False,False,0.0,
IPO000ETT24000001,Intellectual Property Office of Singapore,supplies,2024-03-26,FY2023,ETT,True,1,1,3669235.75,False,False,False,False,0.0,
LTA000ETT23000115,Land Transport Authority,other,2024-03-27,FY2023,ETT,True,1,1,439010.0,False,False,False,False,0.0,
PUB000ETT23000166,Public Utilities Board,supplies,2024-03-27,FY2023,ETT,True,2,2,7599900.0,False,False,False,False,0.0,
HPB000ETT24000006,Health Promotion Board,IT,2024-03-27,FY2023,ETT,True,1,1,186120.0,False,False,False,False,0.0,
PUB000ETT23000200,Public Utilities Board,other,2024-03-27,FY2023,ETT,True,1,1,80000.0,False,True,False,False,1.0,round_amount
MPA000ETT23000033,Maritime and Port Authority of Singapore,other,2024-03-27,FY2023,ETT,True,4,4,26.98,False,False,False,False,0.0,
NLB000ETT23000036,National Library Board,supplies,2024-03-27,FY2023,ETT,True,1,1,285360.0,False,False,False,False,0.0,
SCB000ETT23000025,Science Centre Board,construction,2024-03-27,FY2023,ETT,True,1,1,818000.0,False,False,False,False,0.0,
JTC000ETT24000015,Jurong Town Corporation,other,2024-03-27,FY2023,ETT,True,1,1,441600.0,False,False,False,False,0.0,
URA000ETT24000002,Urban Redevelopment Authority,IT,2024-03-27,FY2023,ETT,True,1,1,117000.0,False,False,False,False,0.0,
SLA000ETT23000021,Singapore Land Authority,consultancy,2024-03-27,FY2023,ETT,True,1,1,1453100.0,False,False,False,False,0.0,
TOT000ETT23000003,Tote Board,consultancy,2024-03-28,FY2023,ETT,True,1,1,999250.0,False,False,False,False,0.0,
MAS000ETT24000011,Monetary Authority of Singapore,other,2024-03-28,FY2023,ETT,True,1,1,5075638.0,False,False,False,False,0.0,
SDC000ETT23000026,Sentosa Development Corporation,cleaning/facilities,2024-03-28,FY2023,ETT,True,1,1,1876000.0,False,False,False,False,0.0,
JTC000ETT23000125,Jurong Town Corporation,supplies,2024-03-28,FY2023,ETT,True,1,1,1.0,False,False,False,False,0.0,
CAA000ETT24000003,Civil Aviation Authority of Singapore,supplies,2024-03-28,FY2023,ETT,True,2,2,433375.15,False,False,False,False,0.0,
BCA000ETT23000029,Building and Construction Authority,other,2024-03-28,FY2023,ETT,True,2,2,2.0,False,False,False,False,0.0,
IMD000ETT23000121,Info-communications Media Development Authority,consultancy,2024-03-28,FY2023,ETT,True,1,1,300000.0,False,True,False,False,1.0,round_amount
PUB000ETT23000067,Public Utilities Board,supplies,2024-03-28,FY2023,ETT,True,1,1,2138880.0,False,False,False,False,0.0,
HSA000ETT23000079,Health Sciences Authority,other,2024-03-28,FY2023,ETT,True,2,2,180056.0,False,False,True,False,1.0,high_share_incumbent
FOR000ETT23000073,Ministry of Foreign Affairs,cleaning/facilities,2024-03-29,FY2023,ETT,True,1,1,458154.18,False,False,False,False,0.0,
PUB000ETT23000153,Public Utilities Board,consultancy,2024-03-29,FY2023,ETT,True,1,1,6122388.0,False,False,False,False,0.0,
PAS000ETT24000012,People's Association,cleaning/facilities,2024-03-31,FY2023,ETT,True,1,1,916115.8,False,False,False,False,0.0,
PAS000ETT24000002,People's Association,cleaning/facilities,2024-03-31,FY2023,ETT,True,1,1,80784392.0,False,False,False,False,0.0,
GVT000ETT23000018,Government Technology Agency (GovTech),supplies,2024-04-01,FY2024,ETT,True,5,5,797772.36,False,False,False,False,0.0,
FOR000ETT23000071,Ministry of Foreign Affairs,cleaning/facilities,2024-04-01,FY2024,ETT,True,1,1,174173.76,False,False,False,False,0.0,
SCB000ETT24000001,Science Centre Board,other,2024-04-01,FY2024,ETT,True,1,1,497904.0,False,False,False,False,0.0,
PAS000ETT24000003,People's Association,supplies,2024-04-01,FY2024,ETT,True,1,1,82160.0,True,False,False,False,0.5,near_threshold
SFA000ETT23000035,Singapore Food Agency,consultancy,2024-04-01,FY2024,ETT,True,1,1,4188888.0,False,False,False,False,0.0,
HDB000ETT23000255,Housing and Development Board,construction,2024-04-01,FY2024,ETT,True,1,1,49800.0,False,False,False,False,0.0,
SCB000ETT24000002,Science Centre Board,other,2024-04-01,FY2024,ETT,True,1,1,359583.72,False,False,False,False,0.0,
MAS000ETT23000055,Monetary Authority of Singapore,other,2024-04-01,FY2024,ETT,True,1,1,2896094.4,False,False,False,False,0.0,
SPO000ETT23000047,Singapore Polytechnic,supplies,2024-04-01,FY2024,ETT,True,1,1,723841.34,False,False,False,False,0.0,
FOR000ETT23000081,Ministry of Foreign Affairs,training,2024-04-01,FY2024,ETT,True,3,3,804500.0,False,False,False,False,0.0,
NST000ETT23000094,"Agency for Science, Technology and Research",supplies,2024-04-01,FY2024,ETT,True,1,1,200000.0,False,True,False,False,1.0,round_amount
PUB000ETT23000165,Public Utilities Board,construction,2024-04-01,FY2024,ETT,True,1,1,2777000.0,False,False,False,False,0.0,
SDC000ETT23000036,Sentosa Development Corporation,other,2024-04-01,FY2024,ETT,True,1,1,274176.0,False,False,False,False,0.0,
SLA000ETT24000002,Singapore Land Authority,supplies,2024-04-01,FY2024,ETT,True,1,1,603342.5,False,False,False,False,0.0,
NAC000ETT23000007,National Arts Council,other,2024-04-01,FY2024,ETT,True,1,1,1905500.0,False,False,False,False,0.0,
YRS000ETT23000006,Yellow Ribbon Singapore,consultancy,2024-04-02,FY2024,ETT,True,1,1,180000.0,False,True,False,False,1.0,round_amount
BCA000ETT24000003,Building and Construction Authority,construction,2024-04-02,FY2024,ETT,True,11,11,11.0,False,False,False,False,0.0,
HSA000ETT23000078,Health Sciences Authority,supplies,2024-04-02,FY2024,ETT,True,1,1,1008000.0,False,False,False,False,0.0,
NST000ETT24000003,"Agency for Science, Technology and Research",other,2024-04-02,FY2024,ETT,True,1,1,890001.2,False,False,False,False,0.0,
SSC000ETT24000005,Singapore Sports Council (Sport Singapore),other,2024-04-02,FY2024,ETT,True,1,1,1.0,False,False,False,False,0.0,
HDB000ETT23000302,Housing and Development Board,construction,2024-04-02,FY2024,ETT,True,1,1,1813000.0,False,False,False,False,0.0,
MAS000ETT24000006,Monetary Authority of Singapore,cleaning/facilities,2024-04-02,FY2024,ETT,True,1,1,4711140.0,False,False,False,False,0.0,
RPO000ETT24000004,Republic Polytechnic,supplies,2024-04-02,FY2024,ETT,True,1,1,78900.0,False,False,False,False,0.0,
HPB000ETT23000043,Health Promotion Board,other,2024-04-03,FY2024,ETT,True,1,1,1153200.0,False,False,False,False,0.0,
ITE000ETT24000002,Institute of Technical Education,other,2024-04-03,FY2024,ETT,True,1,1,1760000.0,False,True,False,False,1.0,round_amount
MHA00003000018867,Ministry of Home Affairs - Ministry Headquarter 1,other,2024-04-03,FY2024,(no code),False,3,3,32664800.0,False,False,False,False,0.0,
MPA000ETT24000004,Maritime and Port Authority of Singapore,IT,2024-04-03,FY2024,ETT,True,1,1,719100.0,False,False,False,False,0.0,
NPO000ETT23000034,Ngee Ann Polytechnic,supplies,2024-04-03,FY2024,ETT,True,14,14,623885.7,False,False,False,False,0.0,
FINVITETT23000013,Ministry of Finance - Vital,other,2024-04-03,FY2024,ETT,True,7,7,326046.7,False,False,False,False,0.0,
PAS000ETT23000122,People's Association,other,2024-04-03,FY2024,ETT,True,1,1,117870.0,False,False,False,False,0.0,
NST000ETT24000005,"Agency for Science, Technology and Research",supplies,2024-04-03,FY2024,ETT,True,1,1,717059.06,False,False,False,False,0.0,
MPA000ETT23000034,Maritime and Port Authority of Singapore,other,2024-04-03,FY2024,ETT,True,1,1,1386900.0,False,False,False,False,0.0,
PUB000ETT23000116,Public Utilities Board,other,2024-04-03,FY2024,ETT,True,1,1,21900000.0,False,True,False,False,1.0,round_amount
STB000ETT23000043,Singapore Tourism Board,other,2024-04-03,FY2024,ETT,True,1,1,2610814.1,False,False,False,False,0.0,
PUB000ETT23000150,Public Utilities Board,other,2024-04-03,FY2024,ETT,True,1,1,25678000.0,False,False,False,False,0.0,
JTC000ETT23000128,Jurong Town Corporation,other,2024-04-03,FY2024,ETT,True,1,1,10556500.0,False,False,False,False,0.0,
JTC000ETT23000082,Jurong Town Corporation,cleaning/facilities,2024-04-03,FY2024,ETT,True,1,1,20545099.72,False,False,False,False,0.0,
JTC000ETT23000126,Jurong Town Corporation,cleaning/facilities,2024-04-03,FY2024,ETT,True,1,1,5866467.0,False,False,False,False,0.0,
CAA000ETT24000002,Civil Aviation Authority of Singapore,consultancy,2024-04-03,FY2024,ETT,True,1,1,550000.0,False,True,False,False,1.0,round_amount
LTA000ETT23000081,Land Transport Authority,cleaning/facilities,2024-04-03,FY2024,ETT,True,4,4,824392.58,False,False,False,False,0.0,
SCB000ETT24000005,Science Centre Board,cleaning/facilities,2024-04-04,FY2024,ETT,True,1,1,101712.0,False,False,False,False,0.0,
HSA000ETT23000044,Health Sciences Authority,IT,2024-04-04,FY2024,ETT,True,1,1,143636.0,False,False,False,False,0.0,
DST000ETT24000002,Defence Science and Technology Agency,IT,2024-04-04,FY2024,ETT,True,1,1,689992.0,False,False,False,False,0.0,
SSG000ETT24000001,SkillsFuture Singapore,other,2024-04-04,FY2024,ETT,True,1,1,208.8,False,False,False,False,0.0,
CAA000ETT24000007,Civil Aviation Authority of Singapore,consultancy,2024-04-04,FY2024,ETT,True,1,1,509760.0,False,False,False,False,0.0,
PUB000ETT24000024,Public Utilities Board,other,2024-04-04,FY2024,ETT,True,1,1,22154.31,False,False,False,False,0.0,
FOR000ETT23000079,Ministry of Foreign Affairs,cleaning/facilities,2024-04-05,FY2024,ETT,True,1,1,500705.74,False,False,False,False,0.0,
CPF000ETT23000032,Central Provident Fund Board,IT,2024-04-05,FY2024,ETT,True,1,1,365001.0,False,False,False,False,0.0,
IMD000ETT24000024,Info-communications Media Development Authority,supplies,2024-04-05,FY2024,ETT,True,1,1,581287.0,False,False,False,False,0.0,
JUDSUBETT23000005,Judiciary-State Courts,cleaning/facilities,2024-04-05,FY2024,ETT,True,1,1,42591335.17,False,False,False,True,1.0,dominant_supplier_category
